customer_id,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
ER-138553,133,12,1537,2,3,2,232,Potential
ER-138554,421,5,1245,1,1,2,112,At Risk
ER-38551,53,4,464,3,1,1,311,Potential
ER-38552,112,16,3271,2,4,3,243,Loyal Customers
ES-140201,65,16,1940,3,4,3,343,Loyal Customers
ES-140202,0,17,4999,4,4,4,444,Champions
ES-140203,76,14,2377,3,3,3,333,Potential
ES-140204,40,8,3511,4,2,3,423,Potential
ES-140801,635,10,4914,1,2,4,124,At Risk
ES-140802,187,13,2036,2,3,3,233,Potential
ES-140803,367,15,4628,1,4,4,144,Loyal Customers
ES-140804,28,20,4657,4,4,4,444,Champions
ES-40201,28,6,367,4,1,1,411,Potential
ES-40202,425,1,735,1,1,2,112,At Risk
ES-40203,344,5,790,1,1,2,112,At Risk
ES-40801,145,11,960,2,3,2,232,Potential
ES-40802,275,5,965,1,1,2,112,At Risk
FA-142301,22,11,2177,4,3,3,433,Potential
FA-142302,146,20,7077,2,4,4,244,Loyal Customers
FA-142303,38,8,1297,4,2,2,422,Potential
FA-142304,97,17,2984,3,4,3,343,Loyal Customers
FA-42301,184,5,172,2,1,1,211,Potential
FA-42302,341,1,643,1,1,1,111,At Risk
FC-142451,42,15,4133,3,4,4,344,Loyal Customers
FC-142452,461,4,752,1,1,2,112,At Risk
FC-142453,198,10,2566,2,2,3,223,Potential
FC-142454,70,14,3419,3,3,3,333,Potential
FC-143351,147,12,2788,2,3,3,233,Potential
FC-143352,184,7,914,2,2,2,222,Potential
FC-143353,107,13,1180,3,3,2,332,Potential
FC-143354,184,10,3890,2,2,4,224,Potential
FC-42451,491,3,946,1,1,2,112,At Risk
FC-42452,583,5,594,1,1,1,111,At Risk
FC-43351,1232,3,126,1,1,1,111,At Risk
FC-43352,110,6,425,2,1,1,211,Potential
FG-142601,209,11,5148,2,3,4,234,Potential
FG-142602,91,8,2518,3,2,3,323,Potential
FG-142603,51,3,348,3,1,1,311,Potential
FG-142604,34,11,1383,4,3,2,432,Potential
FG-42601,110,4,83,2,1,1,211,Potential
FG-42602,155,1,26,2,1,1,211,Potential
FG-42603,475,6,198,1,1,1,111,At Risk
FH-142751,378,4,5052,1,1,4,114,At Risk
FH-142752,103,9,2972,3,2,3,323,Potential
FH-142753,4,9,1292,4,2,2,422,Potential
FH-142754,37,21,4257,4,4,4,444,Champions
FH-143501,48,7,2950,3,2,3,323,Potential
FH-143502,1,12,4000,4,3,4,434,Potential
FH-143503,114,6,1433,2,1,2,212,Potential
FH-143504,212,14,2273,2,3,3,233,Potential
FH-143651,99,11,2864,3,3,3,333,Potential
FH-143652,1,13,4470,4,3,4,434,Potential
FH-143653,42,33,13328,3,4,4,344,Loyal Customers
FH-143654,5,13,6989,4,3,4,434,Potential
FH-42751,236,2,34,2,1,1,211,Potential
FH-42752,134,3,79,2,1,1,211,Potential
FH-43501,14,2,45,4,1,1,411,Potential
FH-43502,1155,1,65,1,1,1,111,At Risk
FH-43651,366,2,192,1,1,1,111,At Risk
FH-43652,166,10,2561,2,2,3,223,Potential
FM-142151,218,11,4305,2,3,4,234,Potential
FM-142152,98,13,5513,3,3,4,334,Potential
FM-142153,254,16,2078,2,4,3,243,Loyal Customers
FM-142154,7,15,2456,4,4,3,443,Loyal Customers
FM-142901,105,13,3353,3,3,3,333,Potential
FM-142902,792,9,1407,1,2,2,122,At Risk
FM-142903,80,19,5888,3,4,4,344,Loyal Customers
FM-142904,36,20,3737,4,4,3,443,Loyal Customers
FM-143801,238,6,2301,2,1,3,213,Potential
FM-143802,489,7,977,1,2,2,122,At Risk
FM-143803,478,6,796,1,1,2,112,At Risk
FM-143804,145,14,2523,2,3,3,233,Potential
FM-42151,468,7,1994,1,2,3,123,At Risk
FM-42152,96,7,941,3,2,2,322,Potential
FM-42901,151,8,327,2,2,1,221,Potential
FM-42902,2,8,1676,4,2,2,422,Potential
FM-43801,216,2,49,2,1,1,211,Potential
FM-43802,1,11,795,4,3,2,432,Potential
FO-143051,78,22,4643,3,4,4,344,Loyal Customers
FO-143052,27,24,7365,4,4,4,444,Champions
FO-143053,22,10,929,4,2,2,422,Potential
FO-143054,38,15,2681,4,4,3,443,Loyal Customers
FO-43051,292,3,140,1,1,1,111,At Risk
FO-43052,51,11,2017,3,3,3,333,Potential
FP-143201,144,15,3973,2,4,4,244,Loyal Customers
FP-143202,210,8,1172,2,2,2,222,Potential
FP-143203,29,13,751,4,3,2,432,Potential
FP-143204,23,14,4047,4,3,4,434,Potential
FP-43201,34,2,161,4,1,1,411,Potential
FP-43202,27,3,656,4,1,1,411,Potential
FW-143951,137,27,10897,2,4,4,244,Loyal Customers
FW-143952,300,7,2878,1,2,3,123,At Risk
FW-143953,63,22,3118,3,4,3,343,Loyal Customers
FW-143954,362,3,81,1,1,1,111,At Risk
FW-43951,691,6,683,1,1,1,111,At Risk
FW-43952,0,7,537,4,2,1,421,Potential
GA-145151,539,5,3985,1,1,4,114,At Risk
GA-145152,22,13,2146,4,3,3,433,Potential
GA-145153,428,14,2436,1,3,3,133,At Risk
GA-145154,149,14,3922,2,3,4,234,Potential
GA-147251,2,15,5111,4,4,4,444,Champions
GA-147252,79,13,2145,3,3,3,333,Potential
GA-147253,337,5,167,1,1,1,111,At Risk
GA-147254,5,22,1400,4,4,2,442,Loyal Customers
GA-45151,35,7,247,4,2,1,421,Potential
GA-45152,117,5,1070,2,1,2,212,Potential
GA-47251,70,9,1462,3,2,2,322,Potential
GB-145301,33,13,8129,4,3,4,434,Potential
GB-145302,250,7,1204,2,2,2,222,Potential
GB-145303,294,8,755,1,2,2,122,At Risk
GB-145304,62,20,1569,3,4,2,342,Loyal Customers
GB-145751,155,10,1609,2,2,2,222,Potential
GB-145752,85,16,1786,3,4,2,342,Loyal Customers
GB-145753,70,11,2637,3,3,3,333,Potential
GB-145754,13,16,4717,4,4,4,444,Champions
GB-45301,208,4,375,2,1,1,211,Potential
GB-45302,113,1,21,2,1,1,211,Potential
GB-45303,170,3,130,2,1,1,211,Potential
GB-45751,209,10,1372,2,2,2,222,Potential
GB-45752,918,3,449,1,1,1,111,At Risk
GD-145901,12,17,6939,4,4,4,444,Champions
GD-145902,343,15,5870,1,4,4,144,Loyal Customers
GD-145903,370,11,3307,1,3,3,133,At Risk
GD-145904,5,6,1888,4,1,2,412,Potential
GD-45901,386,2,46,1,1,1,111,At Risk
GD-45902,352,5,655,1,1,1,111,At Risk
GG-146501,77,12,1906,3,3,3,333,Potential
GG-146502,33,25,7619,4,4,4,444,Champions
GG-146503,352,8,1154,1,2,2,122,At Risk
GG-146504,43,24,2222,3,4,3,343,Loyal Customers
GG-46501,312,1,26,1,1,1,111,At Risk
GG-46502,103,5,974,3,1,2,312,Potential
GH-144101,61,7,1228,3,2,2,322,Potential
GH-144102,20,25,6755,4,4,4,444,Champions
GH-144103,90,16,2856,3,4,3,343,Loyal Customers
GH-144104,75,17,2819,3,4,3,343,Loyal Customers
GH-144251,100,22,7621,3,4,4,344,Loyal Customers
GH-144252,19,28,6292,4,4,4,444,Champions
GH-144253,18,20,1956,4,4,3,443,Loyal Customers
GH-144254,50,10,4172,3,2,4,324,Potential
GH-144851,289,13,4446,1,3,4,134,At Risk
GH-144852,51,19,7376,3,4,4,344,Loyal Customers
GH-144853,204,8,1509,2,2,2,222,Potential
GH-144854,387,3,1362,1,1,2,112,At Risk
GH-146651,67,15,5986,3,4,4,344,Loyal Customers
GH-146652,5,17,4428,4,4,4,444,Champions
GH-146653,35,12,2359,4,3,3,433,Potential
GH-146654,2,3,147,4,1,1,411,Potential
GH-44101,297,5,967,1,1,2,112,At Risk
GH-44102,476,6,644,1,1,1,111,At Risk
GH-44251,83,16,3649,3,4,3,343,Loyal Customers
GH-44252,846,1,127,1,1,1,111,At Risk
GH-44253,21,5,812,4,1,2,412,Potential
GH-44851,85,4,346,3,1,1,311,Potential
GH-44852,378,3,449,1,1,1,111,At Risk
GH-46651,492,7,361,1,2,1,121,At Risk
GH-46652,1,1,20,4,1,1,411,Potential
GH-46653,18,10,696,4,2,1,421,Potential
GK-146201,12,15,5556,4,4,4,444,Champions
GK-146202,79,13,3307,3,3,3,333,Potential
GK-146203,380,15,3856,1,4,4,144,Loyal Customers
GK-146204,112,14,6498,2,3,4,234,Potential
GK-46201,628,7,649,1,2,1,121,At Risk
GK-46202,100,1,116,3,1,1,311,Potential
GM-144401,237,14,7407,2,3,4,234,Potential
GM-144402,19,11,2402,4,3,3,433,Potential
GM-144403,104,11,2390,3,3,3,333,Potential
GM-144404,83,11,3583,3,3,3,333,Potential
GM-144551,35,14,5109,4,3,4,434,Potential
GM-144552,365,6,2032,1,1,3,113,At Risk
GM-144553,100,4,304,3,1,1,311,Potential
GM-144554,16,12,3078,4,3,3,433,Potential
GM-145001,189,3,1161,2,1,2,212,Potential
GM-145002,504,3,286,1,1,1,111,At Risk
GM-145003,233,17,4003,2,4,4,244,Loyal Customers
GM-145004,106,13,1255,3,3,2,332,Potential
GM-146801,1,21,3550,4,4,3,443,Loyal Customers
GM-146802,7,14,3115,4,3,3,433,Potential
GM-146803,5,14,2181,4,3,3,433,Potential
GM-146804,152,11,3164,2,3,3,233,Potential
GM-146951,110,15,2548,2,4,3,243,Loyal Customers
GM-146952,196,12,4693,2,3,4,234,Potential
GM-146953,47,15,1272,3,4,2,342,Loyal Customers
GM-146954,117,11,6051,2,3,4,234,Potential
GM-44401,1,8,596,4,2,1,421,Potential
GM-44402,132,3,140,2,1,1,211,Potential
GM-44551,213,4,207,2,1,1,211,Potential
GM-44552,208,3,281,2,1,1,211,Potential
GM-45001,104,6,3670,3,1,3,313,Potential
GM-45002,371,5,628,1,1,1,111,At Risk
GM-46801,1075,4,522,1,1,1,111,At Risk
GM-46802,72,10,1068,3,2,2,322,Potential
GM-46951,259,4,474,2,1,1,211,Potential
GM-46952,222,7,317,2,2,1,221,Potential
GP-147401,56,13,5387,3,3,4,334,Potential
GP-147402,8,16,3409,4,4,3,443,Loyal Customers
GP-147403,1,17,1759,4,4,2,442,Loyal Customers
GP-147404,765,5,237,1,1,1,111,At Risk
GP-47401,690,6,3415,1,1,3,113,At Risk
GP-47402,151,17,1196,2,4,2,242,Loyal Customers
GR-145601,55,19,2840,3,4,3,343,Loyal Customers
GR-145602,49,11,2996,3,3,3,333,Potential
GR-145603,67,13,1773,3,3,2,332,Potential
GR-145604,1136,5,1285,1,1,2,112,At Risk
GR-45601,153,6,4473,2,1,4,214,Potential
GR-45602,210,8,483,2,2,1,221,Potential
GT-146351,286,12,4010,1,3,4,134,At Risk
GT-146352,65,16,3599,3,4,3,343,Loyal Customers
GT-146353,56,5,2121,3,1,3,313,Potential
GT-146354,56,6,9351,3,1,4,314,Potential
GT-147101,40,18,5858,4,4,4,444,Champions
GT-147102,69,12,11430,3,3,4,334,Potential
GT-147103,8,15,5364,4,4,4,444,Champions
GT-147104,36,29,11821,4,4,4,444,Champions
GT-147551,42,12,1073,3,3,2,332,Potential
GT-147552,68,19,2625,3,4,3,343,Loyal Customers
GT-147553,126,10,1678,2,2,2,222,Potential
GT-147554,34,7,227,4,2,1,421,Potential
GT-46351,9,7,1113,4,2,2,422,Potential
GT-46352,547,2,32,1,1,1,111,At Risk
GT-47101,55,6,221,3,1,1,311,Potential
GT-47102,558,7,858,1,2,2,122,At Risk
GT-47551,20,4,2475,4,1,3,413,Potential
GT-47552,720,1,249,1,1,1,111,At Risk
GT-47553,0,9,734,4,2,2,422,Potential
GW-146051,104,16,8000,3,4,4,344,Loyal Customers
GW-146052,18,12,3745,4,3,3,433,Potential
GW-146053,455,6,2306,1,1,3,113,At Risk
GW-146054,28,9,2190,4,2,3,423,Potential
GW-46051,474,9,565,1,2,1,121,At Risk
GW-46052,14,5,1265,4,1,2,412,Potential
GZ-144701,148,17,5289,2,4,4,244,Loyal Customers
GZ-144702,7,14,8432,4,3,4,434,Potential
GZ-144703,21,13,2789,4,3,3,433,Potential
GZ-144704,7,14,4355,4,3,4,434,Potential
GZ-145451,275,17,3355,1,4,3,143,Loyal Customers
GZ-145452,140,10,3043,2,2,3,223,Potential
GZ-145453,76,12,2743,3,3,3,333,Potential
GZ-145454,157,5,2454,2,1,3,213,Potential
GZ-44701,147,7,2619,2,2,3,223,Potential
GZ-44702,1357,3,62,1,1,1,111,At Risk
GZ-44703,278,10,1154,1,2,2,122,At Risk
GZ-45451,405,2,92,1,1,1,111,At Risk
GZ-45452,233,1,22,2,1,1,211,Potential
GZ-45453,30,5,3585,4,1,3,413,Potential
HA-149051,82,20,6695,3,4,4,344,Loyal Customers
HA-149052,105,7,3337,3,2,3,323,Potential
HA-149053,78,15,3627,3,4,3,343,Loyal Customers
HA-149054,69,10,2163,3,2,3,323,Potential
HA-149201,41,17,3868,4,4,4,444,Champions
HA-149202,151,9,1371,2,2,2,222,Potential
HA-149203,30,10,1918,4,2,3,423,Potential
HA-149204,20,18,2586,4,4,3,443,Loyal Customers
HA-49051,467,1,146,1,1,1,111,At Risk
HA-49052,13,9,962,4,2,2,422,Potential
HA-49201,496,3,100,1,1,1,111,At Risk
HA-49202,90,6,571,3,1,1,311,Potential
HD-147851,42,15,10484,3,4,4,344,Loyal Customers
HD-147852,98,12,3591,3,3,3,333,Potential
HD-147853,99,28,2419,3,4,3,343,Loyal Customers
HD-147854,769,7,251,1,2,1,121,At Risk
HD-47851,106,18,3311,3,4,3,343,Loyal Customers
HD-47852,257,1,14,2,1,1,211,Potential
HE-148001,6,7,837,4,2,2,422,Potential
HE-148002,12,12,2874,4,3,3,433,Potential
HE-148003,461,27,5308,1,4,4,144,Loyal Customers
HE-148004,12,11,884,4,3,2,432,Potential
HE-48001,61,5,227,3,1,1,311,Potential
HE-48002,36,9,863,4,2,2,422,Potential
HF-149951,457,13,2320,1,3,3,133,At Risk
HF-149952,83,18,3497,3,4,3,343,Loyal Customers
HF-149953,14,9,1363,4,2,2,422,Potential
HF-149954,21,19,2534,4,4,3,443,Loyal Customers
HF-49951,390,9,1410,1,2,2,122,At Risk
HF-49952,481,9,689,1,2,1,121,At Risk
HG-148451,12,29,3561,4,4,3,443,Loyal Customers
HG-148452,42,22,10466,3,4,4,344,Loyal Customers
HG-148453,109,16,6417,3,4,4,344,Loyal Customers
HG-148454,54,10,785,3,2,2,322,Potential
HG-149651,61,26,10262,3,4,4,344,Loyal Customers
HG-149652,279,9,1695,1,2,2,122,At Risk
HG-149653,383,11,1606,1,3,2,132,At Risk
HG-149654,23,17,3250,4,4,3,443,Loyal Customers
HG-150251,90,16,6510,3,4,4,344,Loyal Customers
HG-150252,343,14,2326,1,3,3,133,At Risk
HG-150253,6,11,2211,4,3,3,433,Potential
HG-150254,6,11,3690,4,3,3,433,Potential
HG-48451,175,15,1765,2,4,2,242,Loyal Customers
HG-48452,141,9,1223,2,2,2,222,Potential
HG-49651,224,3,83,2,1,1,211,Potential
HG-49652,99,3,246,3,1,1,311,Potential
HG-49653,736,2,26,1,1,1,111,At Risk
HG-50251,23,11,1057,4,3,2,432,Potential
HG-50252,473,4,420,1,1,1,111,At Risk
HH-150101,148,18,6180,2,4,4,244,Loyal Customers
HH-150102,54,13,4155,3,3,4,334,Potential
HH-150103,61,15,3178,3,4,3,343,Loyal Customers
HH-150104,72,6,219,3,1,1,311,Potential
HH-50101,463,2,1296,1,1,2,112,At Risk
HH-50102,196,3,201,2,1,1,211,Potential
HJ-148751,36,27,8541,4,4,4,444,Champions
HJ-148752,5,19,4961,4,4,4,444,Champions
HJ-148753,540,7,451,1,2,1,121,At Risk
HJ-148754,126,6,359,2,1,1,211,Potential
HJ-48751,310,3,233,1,1,1,111,At Risk
HJ-48752,384,6,890,1,1,2,112,At Risk
HK-148901,125,7,2378,2,2,3,223,Potential
HK-148902,126,18,4282,2,4,4,244,Loyal Customers
HK-148903,43,13,2349,3,3,3,333,Potential
HK-148904,151,15,4877,2,4,4,244,Loyal Customers
HK-48901,170,2,301,2,1,1,211,Potential
HK-48902,608,1,336,1,1,1,111,At Risk
HK-48903,56,4,1018,3,1,2,312,Potential
HL-150401,30,16,8802,4,4,4,444,Champions
HL-150402,203,5,2071,2,1,3,213,Potential
HL-150403,36,15,5919,4,4,4,444,Champions
HL-150404,43,11,12875,3,3,4,334,Potential
HL-50401,686,2,127,1,1,1,111,At Risk
HL-50402,188,4,452,2,1,1,211,Potential
HM-148601,9,19,4407,4,4,4,444,Champions
HM-148602,1,31,9940,4,4,4,444,Champions
HM-148603,141,9,4851,2,2,4,224,Potential
HM-148604,2,20,8236,4,4,4,444,Champions
HM-149801,58,19,4451,3,4,4,344,Loyal Customers
HM-149802,40,19,5605,4,4,4,444,Champions
HM-149803,25,12,1926,4,3,3,433,Potential
HM-149804,247,7,738,2,2,2,222,Potential
HM-48601,239,2,259,2,1,1,211,Potential
HM-48602,34,4,784,4,1,2,412,Potential
HM-49801,523,3,4068,1,1,4,114,At Risk
HM-49802,464,4,340,1,1,1,111,At Risk
HP-148151,271,7,1045,1,2,2,122,At Risk
HP-148152,561,6,1756,1,1,2,112,At Risk
HP-148153,102,14,2529,3,3,3,333,Potential
HP-148154,30,10,1991,4,2,3,423,Potential
HP-48151,232,4,608,2,1,1,211,Potential
HP-48152,63,4,588,3,1,1,311,Potential
HR-147701,99,10,4409,3,2,4,324,Potential
HR-147702,79,11,3553,3,3,3,333,Potential
HR-147703,41,10,1869,4,2,2,422,Potential
HR-147704,13,13,1299,4,3,2,432,Potential
HR-148301,478,7,1940,1,2,3,123,At Risk
HR-148302,51,8,1333,3,2,2,322,Potential
HR-148303,391,10,1117,1,2,2,122,At Risk
HR-148304,159,14,5251,2,3,4,234,Potential
HR-47701,288,7,1833,1,2,2,122,At Risk
HR-47702,293,1,97,1,1,1,111,At Risk
HR-47703,187,9,2620,2,2,3,223,Potential
HR-48301,148,2,331,2,1,1,211,Potential
HR-48302,347,3,62,1,1,1,111,At Risk
HW-149351,69,17,3557,3,4,3,343,Loyal Customers
HW-149352,34,13,4146,4,3,4,434,Potential
HW-149353,79,6,195,3,1,1,311,Potential
HW-149354,117,20,9299,2,4,4,244,Loyal Customers
HW-49351,56,3,443,3,1,1,311,Potential
HW-49352,124,7,732,2,2,2,222,Potential
HZ-149501,50,16,5115,3,4,4,344,Loyal Customers
HZ-149502,36,20,3085,4,4,3,443,Loyal Customers
HZ-149503,488,3,571,1,1,1,111,At Risk
HZ-149504,35,6,887,4,1,2,412,Potential
HZ-49501,597,3,2525,1,1,3,113,At Risk
HZ-49502,208,9,304,2,2,1,221,Potential
IG-150851,13,17,4573,4,4,4,444,Champions
IG-150852,106,16,2899,3,4,3,343,Loyal Customers
IG-150853,63,9,2169,3,2,3,323,Potential
IG-150854,71,7,744,3,2,2,322,Potential
IG-50851,1,20,4148,4,4,4,444,Champions
IG-50852,34,8,1618,4,2,2,422,Potential
IL-151001,146,9,1797,2,2,2,222,Potential
IL-151002,116,9,1333,2,2,2,222,Potential
IL-151003,222,16,3630,2,4,3,243,Loyal Customers
IL-151004,142,14,5040,2,3,4,234,Potential
IL-51001,163,8,368,2,2,1,221,Potential
IL-51002,601,8,685,1,2,1,121,At Risk
IM-150551,511,7,362,1,2,1,121,At Risk
IM-150552,15,10,1357,4,2,2,422,Potential
IM-150553,259,5,564,2,1,1,211,Potential
IM-150554,409,4,2872,1,1,3,113,At Risk
IM-150701,212,8,2706,2,2,3,223,Potential
IM-150702,40,26,7327,4,4,4,444,Champions
IM-150703,265,13,2891,2,3,3,233,Potential
IM-150704,390,21,4931,1,4,4,144,Loyal Customers
IM-50551,372,8,3118,1,2,3,123,At Risk
IM-50552,19,5,1207,4,1,2,412,Potential
IM-50701,233,1,168,2,1,1,211,Potential
IM-50702,50,13,1896,3,3,3,333,Potential
JA-159701,0,7,3780,4,2,4,424,Potential
JA-159702,162,14,5016,2,3,4,234,Potential
JA-159703,39,14,1820,4,3,2,432,Potential
JA-159704,92,24,6494,3,4,4,344,Loyal Customers
JA-59701,0,11,872,4,3,2,432,Potential
JA-59702,18,6,187,4,1,1,411,Potential
JB-154001,384,3,432,1,1,1,111,At Risk
JB-154002,43,24,8395,3,4,4,344,Loyal Customers
JB-154003,92,19,2468,3,4,3,343,Loyal Customers
JB-154004,7,16,1791,4,4,2,442,Loyal Customers
JB-159251,9,19,6083,4,4,4,444,Champions
JB-159252,580,10,3542,1,2,3,123,At Risk
JB-159253,29,11,1800,4,3,2,432,Potential
JB-159254,737,8,901,1,2,2,122,At Risk
JB-160001,184,16,6316,2,4,4,244,Loyal Customers
JB-160002,96,23,9689,3,4,4,344,Loyal Customers
JB-160003,1,22,5478,4,4,4,444,Champions
JB-160004,43,7,644,3,2,1,321,Potential
JB-160451,40,11,5763,4,3,4,434,Potential
JB-160452,693,9,2394,1,2,3,123,At Risk
JB-160453,0,11,3176,4,3,3,433,Potential
JB-160454,7,9,2518,4,2,3,423,Potential
JB-54001,231,6,1666,2,1,2,212,Potential
JB-54002,82,5,506,3,1,1,311,Potential
JB-59251,22,4,351,4,1,1,411,Potential
JB-59252,296,7,662,1,2,1,121,At Risk
JB-60001,217,7,786,2,2,2,222,Potential
JB-60002,174,9,1098,2,2,2,222,Potential
JB-60451,204,10,2058,2,2,3,223,Potential
JB-60452,28,7,1178,4,2,2,422,Potential
JC-153401,45,26,9111,3,4,4,344,Loyal Customers
JC-153402,34,26,8333,4,4,4,444,Champions
JC-153403,373,6,322,1,1,1,111,At Risk
JC-153404,114,4,72,2,1,1,211,Potential
JC-153851,84,8,1008,3,2,2,322,Potential
JC-153852,54,12,6236,3,3,4,334,Potential
JC-153853,8,30,4676,4,4,4,444,Champions
JC-153854,175,4,1057,2,1,2,212,Potential
JC-157751,7,11,4133,4,3,4,434,Potential
JC-157752,1,13,3185,4,3,3,433,Potential
JC-157753,450,2,495,1,1,1,111,At Risk
JC-157754,158,16,2773,2,4,3,243,Loyal Customers
JC-161051,155,12,2239,2,3,3,233,Potential
JC-161052,103,21,6355,3,4,4,344,Loyal Customers
JC-161053,84,7,1628,3,2,2,322,Potential
JC-161054,57,9,858,3,2,2,322,Potential
JC-53401,142,7,427,2,2,1,221,Potential
JC-53402,771,4,178,1,1,1,111,At Risk
JC-53851,51,10,893,3,2,2,322,Potential
JC-53852,15,11,2291,4,3,3,433,Potential
JC-57751,13,8,314,4,2,1,421,Potential
JC-57752,64,3,1398,3,1,2,312,Potential
JC-61051,316,1,61,1,1,1,111,At Risk
JC-61052,102,13,3855,3,3,4,334,Potential
JD-157901,328,13,3605,1,3,3,133,At Risk
JD-157902,624,4,1408,1,1,2,112,At Risk
JD-157903,15,13,3104,4,3,3,433,Potential
JD-157904,117,7,2153,2,2,3,223,Potential
JD-158951,81,12,2372,3,3,3,333,Potential
JD-158952,6,10,3959,4,2,4,424,Potential
JD-158953,26,12,2770,4,3,3,433,Potential
JD-158954,394,32,7609,1,4,4,144,Loyal Customers
JD-160151,48,9,3410,3,2,3,323,Potential
JD-160152,56,7,932,3,2,2,322,Potential
JD-160153,212,22,3966,2,4,4,244,Loyal Customers
JD-160154,112,11,386,2,3,1,231,Potential
JD-160601,222,5,1212,2,1,2,212,Potential
JD-160602,69,10,3015,3,2,3,323,Potential
JD-160603,65,11,2760,3,3,3,333,Potential
JD-160604,300,6,696,1,1,1,111,At Risk
JD-161501,0,11,2958,4,3,3,433,Potential
JD-161502,484,13,3075,1,3,3,133,At Risk
JD-161503,198,13,3425,2,3,3,233,Potential
JD-161504,41,17,8829,4,4,4,444,Champions
JD-57901,697,7,959,1,2,2,122,At Risk
JD-57902,299,4,362,1,1,1,111,At Risk
JD-58951,203,9,1435,2,2,2,222,Potential
JD-58952,72,6,961,3,1,2,312,Potential
JD-58953,2,5,375,4,1,1,411,Potential
JD-60151,204,8,1188,2,2,2,222,Potential
JD-60152,42,10,1464,3,2,2,322,Potential
JD-60601,140,10,3471,2,2,3,223,Potential
JD-60602,197,6,74,2,1,1,211,Potential
JD-61501,466,2,1679,1,1,2,112,At Risk
JD-61502,21,15,3652,4,4,3,443,Loyal Customers
JE-154751,200,5,2873,2,1,3,213,Potential
JE-154752,35,8,1173,4,2,2,422,Potential
JE-154753,36,6,471,4,1,1,411,Potential
JE-154754,193,13,1388,2,3,2,232,Potential
JE-156101,96,22,4147,3,4,4,344,Loyal Customers
JE-156102,372,5,750,1,1,2,112,At Risk
JE-156103,42,5,540,3,1,1,311,Potential
JE-156104,48,20,7757,3,4,4,344,Loyal Customers
JE-157151,9,27,9856,4,4,4,444,Champions
JE-157152,54,20,3163,3,4,3,343,Loyal Customers
JE-157153,49,5,556,3,1,1,311,Potential
JE-157154,46,22,8696,3,4,4,344,Loyal Customers
JE-157451,189,20,3743,2,4,3,243,Loyal Customers
JE-157452,32,8,2614,4,2,3,423,Potential
JE-157453,67,19,6511,3,4,4,344,Loyal Customers
JE-157454,51,23,6762,3,4,4,344,Loyal Customers
JE-161651,159,14,2865,2,3,3,233,Potential
JE-161652,383,10,2278,1,2,3,123,At Risk
JE-161653,41,7,513,4,2,1,421,Potential
JE-161654,20,7,2698,4,2,3,423,Potential
JE-54751,193,4,179,2,1,1,211,Potential
JE-54752,27,7,734,4,2,2,422,Potential
JE-56101,175,10,613,2,2,1,221,Potential
JE-56102,194,2,145,2,1,1,211,Potential
JE-57151,86,4,107,3,1,1,311,Potential
JE-57152,228,4,74,2,1,1,211,Potential
JE-57451,825,3,499,1,1,1,111,At Risk
JE-57452,194,14,1776,2,3,2,232,Potential
JE-61651,36,12,4343,4,3,4,434,Potential
JE-61652,482,3,213,1,1,1,111,At Risk
JF-151901,6,24,10692,4,4,4,444,Champions
JF-151902,609,10,2665,1,2,3,123,At Risk
JF-151903,147,7,1428,2,2,2,222,Potential
JF-151904,65,19,2280,3,4,3,343,Loyal Customers
JF-152951,107,14,5696,3,3,4,334,Potential
JF-152952,56,16,7907,3,4,4,344,Loyal Customers
JF-152953,91,14,5824,3,3,4,334,Potential
JF-152954,225,14,955,2,3,2,232,Potential
JF-153551,34,6,488,4,1,1,411,Potential
JF-153552,13,15,3944,4,4,4,444,Champions
JF-153553,169,4,999,2,1,2,212,Potential
JF-153554,105,16,1912,3,4,3,343,Loyal Customers
JF-154151,205,12,4409,2,3,4,234,Potential
JF-154152,27,11,6489,4,3,4,434,Potential
JF-154153,103,12,1450,3,3,2,332,Potential
JF-154154,2,14,2371,4,3,3,433,Potential
JF-154901,12,12,3438,4,3,3,433,Potential
JF-154902,4,7,2761,4,2,3,423,Potential
JF-154903,65,11,1953,3,3,3,333,Potential
JF-154904,121,15,1082,2,4,2,242,Loyal Customers
JF-155651,5,13,4381,4,3,4,434,Potential
JF-155652,105,23,8700,3,4,4,344,Loyal Customers
JF-155653,1,8,2565,4,2,3,423,Potential
JF-155654,54,16,4198,3,4,4,344,Loyal Customers
JF-51901,149,2,128,2,1,1,211,Potential
JF-51902,327,12,3383,1,3,3,133,At Risk
JF-52951,63,8,681,3,2,1,321,Potential
JF-52952,512,1,90,1,1,1,111,At Risk
JF-52953,109,6,1664,3,1,2,312,Potential
JF-53551,132,6,575,2,1,1,211,Potential
JF-53552,96,17,2900,3,4,3,343,Loyal Customers
JF-54151,37,12,6470,4,3,4,434,Potential
JF-54152,75,5,1758,3,1,2,312,Potential
JF-54901,99,3,709,3,1,1,311,Potential
JF-54902,114,9,779,2,2,2,222,Potential
JF-55651,420,11,3367,1,3,3,133,At Risk
JF-55652,452,7,410,1,2,1,121,At Risk
JG-151151,68,4,570,3,1,1,311,Potential
JG-151152,417,12,5396,1,3,4,134,At Risk
JG-151153,420,19,4476,1,4,4,144,Loyal Customers
JG-151154,758,7,2358,1,2,3,123,At Risk
JG-151601,30,14,1631,4,3,2,432,Potential
JG-151602,29,17,9340,4,4,4,444,Champions
